,domain,reachedDomain,start,end,hasErrors,error,originalFile,cmp,cmps,pagerank,rank_group,wronglyTagged,status,statusSimplified,cmp_simplified,cmp_simplified_othered,cmp_simplified_othered_more,tld,tld_othered
10779,lordoftherings.net,warnerbros.com,2022-12-03 01:21:02.043000+00:00,2022-12-03 01:43:55.104000+00:00,False,Successful,results.json_00010890-00010899.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",87384,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,net,net
10785,corbisimages.com,gettyimages.de,2022-12-03 01:39:32.798000+00:00,2022-12-03 02:00:02.136000+00:00,False,Successful,results.json_00010900-00010909.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",87506,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10788,vsct.fr,sncf-connect.com,2022-12-03 01:43:55.127000+00:00,2022-12-03 02:03:54.614000+00:00,False,Successful,results.json_00010900-00010909.json,didomi.io,"['didomi.io', 'tealium.com']",87541,"(80000, 90000]",False,successful,successful,didomi.io,didomi.io,didomi.io,fr,fr
10792,does-it.net,oracle.com,2022-12-03 01:44:53.402000+00:00,2022-12-03 02:06:52.005000+00:00,False,Successful,results.json_00010910-00010919.json,trustarc_popup_hider,"['trustarc_popup_hider', 'trustarcframe']",87543,"(80000, 90000]",False,successful,successful,trustarc,other,trustarc,net,net
10803,vancouver2010.com,olympics.com,2022-12-03 02:03:57.151000+00:00,2022-12-03 02:35:20.302000+00:00,False,Successful,results.json_00010920-00010929.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",87647,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10818,wlgore.com,gore.com,2022-12-03 02:47:06.166000+00:00,2022-12-03 03:08:24.291000+00:00,False,Successful,results.json_00010930-00010939.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",87919,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10835,alfahosting-server.de,alfahosting.de,2022-12-03 03:14:07.704000+00:00,2022-12-03 04:27:25.995000+00:00,False,Successful,results.json_00010950-00010959.json,consentmanager.net,['consentmanager.net'],88035,"(80000, 90000]",False,successful,successful,consentmanager.net,other,consentmanager.net,de,de
10839,wowwiki.com,fandom.com,2022-12-01 19:18:24.167000+00:00,2022-12-01 20:06:45.582000+00:00,False,Successful,results.json_00010960-00010969.json,quantcast2,['quantcast2'],87598,"(80000, 90000]",False,successful,successful,quantcast,quantcast,quantcast,com,com
10844,trenitalia.it,trenitalia.com,2022-12-01 20:02:07.999000+00:00,2022-12-01 20:12:27.653000+00:00,False,Successful,results.json_00010960-00010969.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",88149,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,it,it
10856,heathrowairport.com,heathrow.com,2022-12-01 20:18:54.214000+00:00,2022-12-01 20:29:59.823000+00:00,False,Successful,results.json_00010970-00010979.json,tealium.com,['tealium.com'],88351,"(80000, 90000]",False,successful,successful,tealium.com,other,tealium.com,com,com
10862,axelspringer.de,axelspringer.com,2022-12-01 20:24:46.591000+00:00,2022-12-01 20:35:20.898000+00:00,False,Successful,results.json_00010980-00010989.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",88415,"(80000, 90000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,de,de
10870,embertech.com,ember.com,2022-12-01 20:54:21.355000+00:00,2022-12-01 21:05:45.075000+00:00,False,Successful,results.json_00010990-00010999.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",88454,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
10877,allrecipes.co.uk,allrecipes.com,2022-12-01 20:59:37.584000+00:00,2022-12-01 21:10:57.609000+00:00,False,Successful,results.json_00011000-00011009.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",88582,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,uk,uk
10896,appipv4.link,branch.io,2022-12-01 21:25:18.871000+00:00,2022-12-01 21:39:08.626000+00:00,False,Successful,results.json_00011010-00011019.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",88763,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,link,other
10900,aol.jp,yahoo.com,2022-12-01 21:25:19.754000+00:00,2022-12-01 21:41:20.425000+00:00,False,Successful,results.json_00011020-00011029.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",88794,"(80000, 90000]",False,successful,successful,yahoo,other,other,jp,other
10910,t-mobile.de,telekom.de,2022-12-01 21:39:08.657000+00:00,2022-12-01 21:46:26.622000+00:00,False,Successful,results.json_00011030-00011039.json,tealium.com,['tealium.com'],88878,"(80000, 90000]",False,successful,successful,tealium.com,other,tealium.com,de,de
10922,simcity.com,ea.com,2022-12-01 21:43:14.405000+00:00,2022-12-01 21:56:08.745000+00:00,False,Successful,results.json_00011040-00011049.json,trustarcbar,"['trustarcbar', 'trustarc_popup_hider', 'trustarcframe']",88945,"(80000, 90000]",False,successful,successful,trustarc,other,trustarc,com,com
10938,devisedata.com,yahoo.com,2022-12-01 21:59:52.501000+00:00,2022-12-01 22:06:16.443000+00:00,False,Successful,results.json_00011060-00011069.json,yahoo_popup,"['yahoo_popup', 'yahoo_consent']",89139,"(80000, 90000]",False,successful,successful,yahoo,other,other,com,com
10957,webxtra.net,webxtra.nl,2022-12-01 22:06:19.339000+00:00,2022-12-01 22:26:47.885000+00:00,False,Successful,results.json_00011080-00011089.json,cookiebar,['cookiebar'],89260,"(80000, 90000]",False,successful,successful,cookiebar,cookiebar,cookiebar,net,net
10959,edge-online.com,gamesradar.com,2022-12-01 22:11:25.194000+00:00,2022-12-01 22:29:29.546000+00:00,False,Successful,results.json_00011080-00011089.json,quantcast2b,['quantcast2b'],89357,"(80000, 90000]",False,successful,successful,quantcast,quantcast,quantcast,com,com
11009,coaguchek.com,roche.com,2022-12-01 23:34:07.935000+00:00,2022-12-01 23:45:39.194000+00:00,False,Successful,results.json_00011130-00011139.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",89908,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11012,flow.page,flowcode.com,2022-12-01 23:38:32.477000+00:00,2022-12-01 23:53:14.482000+00:00,False,Successful,results.json_00011130-00011139.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",89981,"(80000, 90000]",False,successful,successful,onetrust,onetrust,onetrust,page,other
11031,scirus.com,elsevier.com,2022-12-02 21:13:41.839000+00:00,2022-12-03 10:18:07.958000+00:00,False,Successful,results.json_00011150-00011159.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",90156,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11049,audible.it,audible.de,2022-12-03 10:21:14.054000+00:00,2022-12-03 10:36:30.198000+00:00,False,Successful,results.json_00011170-00011179.json,trustarcbar,['trustarcbar'],90265,"(90000, 100000]",False,successful,successful,trustarc,other,trustarc,it,it
11104,zdnetasia.com,zdnet.com,2022-12-03 11:28:44.221000+00:00,2022-12-03 11:42:53.305000+00:00,False,Successful,results.json_00011230-00011239.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",90924,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11135,epsrc.ac.uk,ukri.org,2022-12-02 07:45:12.455000+00:00,2022-12-02 07:53:45.052000+00:00,False,Successful,results.json_00011260-00011269.json,cookiecontrolcivic,['cookiecontrolcivic'],91231,"(90000, 100000]",False,successful,successful,cookiecontrolcivic,other,cookiecontrolcivic,uk,uk
11141,ina.com,schaeffler.de,2022-12-02 07:45:32.467000+00:00,2022-12-02 07:55:39.271000+00:00,False,Successful,results.json_00011270-00011279.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",91253,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11162,cengage.ca,cengage.uk,2022-12-02 08:00:27.624000+00:00,2022-12-02 08:11:38.944000+00:00,False,Successful,results.json_00011290-00011299.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",91444,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,ca,other
11176,een.be,vrt.be,2022-12-02 08:15:10.070000+00:00,2022-12-02 08:25:14.030000+00:00,False,Successful,results.json_00011300-00011309.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",91701,"(90000, 100000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,be,be
11185,jellyfish.systems,namecheap.com,2022-12-02 08:25:52.480000+00:00,2022-12-02 08:35:18.685000+00:00,False,Successful,results.json_00011310-00011319.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",91794,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,systems,other
11196,bofaml.com,bofa.com,2022-12-02 08:03:09.168000+00:00,2022-12-02 08:44:15.568000+00:00,False,Successful,results.json_00011320-00011329.json,EvidonBanner,['EvidonBanner'],91441,"(90000, 100000]",True,successful,successful,Evidon,other,other,com,com
11239,porsche.co.at,porsche.at,2022-12-02 09:12:52.107000+00:00,2022-12-02 09:31:32.834000+00:00,False,Successful,results.json_00011370-00011379.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",92266,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,at,other
11256,primopdf.com,gonitro.com,2022-12-02 09:37:46.534000+00:00,2022-12-02 09:47:57.674000+00:00,False,Successful,results.json_00011380-00011389.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",92553,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11257,ultipro.ca,ukg.com,2022-12-02 09:32:59.190000+00:00,2022-12-02 09:48:13.318000+00:00,False,Successful,results.json_00011380-00011389.json,didomi.io,['didomi.io'],92522,"(90000, 100000]",False,successful,successful,didomi.io,didomi.io,didomi.io,ca,other
11264,basf.net,basf.com,2022-12-02 09:44:43.317000+00:00,2022-12-02 09:55:56.427000+00:00,False,Successful,results.json_00011390-00011399.json,onetrust_pctab,['onetrust_pctab'],92664,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,net,net
11281,bauerfeind.com,bauerfeind.de,2022-12-02 10:04:25.314000+00:00,2022-12-02 10:15:37.787000+00:00,False,Successful,results.json_00011410-00011419.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",92827,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11285,roadnet.com,omnitracs.com,2022-12-02 10:04:04.028000+00:00,2022-12-02 10:22:58.268000+00:00,False,Successful,results.json_00011410-00011419.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",92804,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11288,dnsdynamic.com,namecheap.com,2022-12-02 10:12:32.468000+00:00,2022-12-02 10:30:10.039000+00:00,False,Successful,results.json_00011420-00011429.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",92897,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11307,clubmed.com,clubmed.de,2022-12-02 10:41:09.298000+00:00,2022-12-02 10:59:46.448000+00:00,False,Successful,results.json_00011430-00011439.json,didomi.io,['didomi.io'],93073,"(90000, 100000]",False,successful,successful,didomi.io,didomi.io,didomi.io,com,com
11330,astrology-zodiac-signs.com,zodiacsign.com,2022-12-02 11:25:17.129000+00:00,2022-12-02 11:48:54.311000+00:00,False,Successful,results.json_00011460-00011469.json,quantcast2b,['quantcast2b'],93357,"(90000, 100000]",False,successful,successful,quantcast,quantcast,quantcast,com,com
11333,pnn.de,tagesspiegel.de,2022-12-02 11:00:45.681000+00:00,2022-12-02 11:55:31.267000+00:00,False,Successful,results.json_00011460-00011469.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",93222,"(90000, 100000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,de,de
11339,mycheckapp.com,shijigroup.com,2022-12-02 11:31:41.778000+00:00,2022-12-02 12:02:12.374000+00:00,False,Successful,results.json_00011470-00011479.json,ibuenda,['ibuenda'],93385,"(90000, 100000]",False,successful,successful,ibuenda,other,other,com,com
11343,isis.de,vodafone.de,2022-12-02 11:50:25.976000+00:00,2022-12-02 12:03:59.697000+00:00,False,Successful,results.json_00011470-00011479.json,sourcepoint,['sourcepoint'],93438,"(90000, 100000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,de,de
11350,maventa.com,maventa.fi,2022-12-02 12:02:46.663000+00:00,2022-12-02 12:13:02.759000+00:00,False,Successful,results.json_00011480-00011489.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",93555,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11353,surveymonkey.ca,surveymonkey.com,2022-12-02 12:03:22.977000+00:00,2022-12-02 12:18:13.218000+00:00,False,Successful,results.json_00011480-00011489.json,onetrust_pcpanel,['onetrust_pcpanel'],93560,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,ca,other
11354,cnet.com.au,cnet.com,2022-12-02 12:05:19.199000+00:00,2022-12-02 12:19:43.561000+00:00,False,Successful,results.json_00011480-00011489.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",93579,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,au,other
11359,skynews.com,sky.com,2022-12-02 12:13:02.761000+00:00,2022-12-02 12:29:53.145000+00:00,False,Successful,results.json_00011490-00011499.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",93656,"(90000, 100000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,com,com
11366,bmrn.com,biomarin.com,2022-12-02 12:27:00.140000+00:00,2022-12-02 12:35:43.615000+00:00,False,Successful,results.json_00011490-00011499.json,cookiebar,['cookiebar'],93756,"(90000, 100000]",False,successful,successful,cookiebar,cookiebar,cookiebar,com,com
11374,bankofny.com,bnymellon.com,2022-12-02 12:32:03.062000+00:00,2022-12-02 12:52:42.590000+00:00,False,Successful,results.json_00011500-00011509.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",93787,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11388,bbsrc.ac.uk,ukri.org,2022-12-02 13:02:47.744000+00:00,2022-12-02 13:13:27.443000+00:00,False,Successful,results.json_00011520-00011529.json,cookiecontrolcivic,['cookiecontrolcivic'],93997,"(90000, 100000]",False,successful,successful,cookiecontrolcivic,other,cookiecontrolcivic,uk,uk
11390,ellentv.com,ellentube.com,2022-12-02 12:52:42.590000+00:00,2022-12-02 13:14:10.974000+00:00,False,Successful,results.json_00011520-00011529.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",93939,"(90000, 100000]",True,successful,successful,onetrust,onetrust,onetrust,com,com
11407,getpantheon.com,pantheon.io,2022-12-02 13:24:28.521000+00:00,2022-12-02 13:45:39.470000+00:00,False,Successful,results.json_00011530-00011539.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",94184,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11413,snag.gy,snipboard.io,2022-12-02 13:38:16.492000+00:00,2022-12-02 13:53:26.963000+00:00,False,Successful,results.json_00011540-00011549.json,quantcast2b,['quantcast2b'],94254,"(90000, 100000]",False,successful,successful,quantcast,quantcast,quantcast,gy,other
11414,observer.co.uk,theguardian.com,2022-12-02 10:52:32.591000+00:00,2022-12-02 13:53:37.530000+00:00,False,Successful,results.json_00011540-00011549.json,sourcepointpopup,"['sourcepointpopup', 'sourcepoint_frame_2022']",93194,"(90000, 100000]",False,successful,successful,sourcepoint,sourcepoint,sourcepoint,uk,uk
11433,abcom.al,vodafone.al,2022-12-02 14:09:07.078000+00:00,2022-12-02 14:25:36.923000+00:00,False,Successful,results.json_00011560-00011569.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",94454,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,al,other
11446,mblox.com,sinch.com,2022-12-02 14:18:01.282000+00:00,2022-12-02 14:41:55.330000+00:00,False,Successful,results.json_00011570-00011579.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",94510,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11462,dhl-usa.com,dhl.com,2022-12-02 15:00:03.659000+00:00,2022-12-02 15:24:49.912000+00:00,False,Successful,results.json_00011590-00011599.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",94677,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11468,zankyou.com,zankyou.de,2022-12-02 15:11:31.485000+00:00,2022-12-02 15:35:47.247000+00:00,False,Successful,results.json_00011600-00011609.json,didomi.io,['didomi.io'],94709,"(90000, 100000]",False,successful,successful,didomi.io,didomi.io,didomi.io,com,com
11485,parkinn.com,radissonhotels.com,2022-12-02 15:35:55.298000+00:00,2022-12-02 15:58:01.651000+00:00,False,Successful,results.json_00011610-00011619.json,tealium.com,['tealium.com'],94865,"(90000, 100000]",False,successful,successful,tealium.com,other,tealium.com,com,com
11494,sf-syn.com,sourceforge.net,2022-12-02 15:57:36.375000+00:00,2022-12-02 16:20:48.026000+00:00,False,Successful,results.json_00011620-00011629.json,consentmanager.net,['consentmanager.net'],94972,"(90000, 100000]",False,successful,successful,consentmanager.net,other,consentmanager.net,com,com
11508,highq.com,thomsonreuters.com,2022-12-02 16:22:32.081000+00:00,2022-12-02 16:47:32.321000+00:00,False,Successful,results.json_00011640-00011649.json,onetrust_banner,"['onetrust_banner', 'onetrust_pcpanel']",95132,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
11530,www8-hp.com,hp.com,2022-12-02 17:05:19.890000+00:00,2022-12-02 17:21:11.191000+00:00,False,Successful,results.json_00011660-00011669.json,onetrust_banner,"['onetrust_banner', 'onetrust_pctab']",95353,"(90000, 100000]",False,successful,successful,onetrust,onetrust,onetrust,com,com
